name,url,category,subcategory,instructors,description,enrollment,views,rating,raters
Working with tcpdump Filters,https://www.coursera.org/learn/aleamal-mae-murashahat-tcpdump,Information Technology,Networking,Ahmed Elhefny,"بنهاية المشروع ده، حتكون قادر علي انك تعمل التقاط للبيانات اللي بتمر عبر الشبكة باستخدام أداة tcpdump  و حتكون قادر علي استخدام أدوات البحث او ال filters المدمجة في الأداة دي. 
tcpdump أداة مفتوحة المصدر, موجودة بشكل افتراضي علي أنظمة  Linux, ومستخدمة بشكل كبير جداً لعمل capture لل packets اللي بتدخل او تخرج من ال network card عشان يتم تحليلها لأستكشاف الأخطاء الموجودة في الشبكة, او لكشف المشاكل الأمنية المحتملة. 
 
المشروع ده يصنف انه مستوي متوسط (Intermediate), لأنه بيحتاج معرفة بأساسيات الشبكات زي (TCP/IP, OSI, IPv4, Frame) وهو موجه للمهتمين بمجال الشبكات سواء بيعملوا فعلاً او مازالو في مرحلة التعلم و حابين انهم يطوروا مهاراتهم عن طريق تعلم الأداة دي، كمان موجه للمهتمين بمجال الأمن السيبراني نظراً لأهمية الأداة دي في المجال ده كمان.",,,,
Біти і байти комп’ютерної мережі,https://www.coursera.org/learn/computer-networking-ua,Information Technology,Networking,Google Career Certificates,"Цей курс має на меті детальний огляд принципу роботи комп’ютерних мереж. Ми розглянемо відомості про сучасні мережеві технології, протоколи, хмарні сховища, практичні заходи та способи усунення несправностей у мережі. 

Пройшовши цей курс, ви зможете:
● описати комп’ютерну мережу в контексті п’ятирівневої моделі;
● пояснити принцип роботи всіх стандартних протоколів, пов’язаних зі зв’язком TCP/IP;
● застосовувати потужні інструменти та засоби усунення несправностей у мережі;
● пояснити принцип функціонування мережевих служб, як-от DNS і DHCP, які забезпечують роботу комп’ютерних мереж;
● пояснити принцип хмарних обчислень і знатимете все про сервіси і хмарні сховища.",,11360.0,,
Основы компьютерных сетей,https://www.coursera.org/learn/computer-networking-ru,Information Technology,Networking,Google Career Certificates,"Из этого курса вы получите всю необходимую информацию о компьютерных сетях. Мы познакомимся с принципами работы современных сетевых технологий и протоколов, изучим облачные сервисы и научимся устранять неполадки в сетях. Ещё вы узнаете, как использовать эти знания на собеседовании, а также при диагностике сбоев в реальном времени.

К концу этого курса вы:
● Сможете описать компьютерные сети в контексте пятиуровневой модели.
● Будете знать все стандартные протоколы, отвечающие за TCP/IP-взаимодействия.
● Овладеете эффективными инструментами и технологиями для устранения сетевых неполадок.
● Познакомитесь с сетевыми службами, которые обеспечивают работу компьютерных сетей, например DNS и DHCP.
● Изучите концепцию ""всё как услуга"", а также получите понятие об облачных вычислениях и облачном хранилище.",1946.0,15276.0,4.9,52.0
أساسيات إعداد واختبار توصيل اجهزة الشبكة الذكي,https://www.coursera.org/learn/asasiaat-iiedad-waikhtibar-tawsil-ajahazat-alshabakat-aldhakii,Information Technology,Networking,Ahmed Maher,"في نهاية المشروع ده هتكون  قادر على إعداد الشبكة من حيث التوصيل بطريقة سهلة وموضحه بالإضافة إلى تجربتها ليكون هناك اختبار افتراضي لإنشاء توصيل الشبكة الواقعي ومعرفة المتغيرات لتحسين وتطوير الشبكة المراد تطبيقها وذلك باستخدام برنامج Cisco Packet Tracer.

خلال المشروع ده هنمشى مع بعض خطوة بخطوة عشان نقدر نصمم شبكة الكترونية كامله مناسبه للمكان المرغوب تطبيقها عليها لأن في المشروع دا هتقدر تتعرف على بعض الخصائص المهمه للأجهزة الالكترونية في الشبكة زي الــ HUB، switch، router، access point و الـ repeater  وازاي نقدر نوصلهم و نستخدمهم  مع بعض دا بالاضافه لتحديد فايدة ومميزات وعيوب كل واحد فيهم والتفكير المنطقي في انشائهم.
برنامج CISCO Packet tracer من أقوى البرامج لإنشاء شبكة افتراضية مماثلة للواقع لانه متاح به أغلب الأجهزة والمكونات الي بيتم العمل بها في الواقع الفعلي، بالإضافة الى انها تتيح للمتعلم معرفة مرور البيانات في الشبكة من خلال ال simulation mode المحاكي لحقيقة مرور البيانات في الشبكة.

المشروع دا لحديثي التخرج والمبتدئين لراغبي التعرف على الشبكة والأجهزة الأكثر شيوعاً فيها وكيفية توصيلها ومحاكاة الواقع لها من خلال إعدادها وتجربتها افتراضياً وذلك باستخدام أكثر البرامج انتشاراً وهو CISCO Packet Tracer والذي يعد من أهم البرامج في محاكاة الشبكات، والذي يؤهلكم للعمل في الكثير من المهن مثل: IT Help desk، system administrator، Network admin",,,,
أساسيات ال Wireshark للمبتدئين,https://www.coursera.org/learn/wireshark-basics-for-beginners-ar,Information Technology,Networking,Ahmed Maher,في نهاية هذا المشروع ستكون قادر على تحليل وإدارة المعلومات الخاصة بالشبكة الخاصة بك وذلك من خلال معرفة ال Packets ومعرفة ال Protocols لذلك، وهتقدر من خلال البيانات المحلله انك تعرف مدى استخدامك للشبكة وكيفية التحكم بها سواء لأغراض أمن الشبكه أو لتنظيم سير المعلومات بها أو إصلاح عطل ما بها Troubleshooting وذلك عن طريق برنامج Wireshark.برنامج Wireshark هو محلل بروتوكول الشبكة الأول والأكثر استخدامًا في العالم، يتيح لك معرفة ما يحدث على شبكتك على المستوى المجهري وهو المعيار الفعلي ويساهم في العديد من المؤسسات التجارية وغير الهادفة للربح والوكالات الحكومية والمؤسسات التعليمية، يزدهر تطوير Wireshark بفضل المساهمات التطوعية لخبراء الشبكات حول العالم المشروع دا للمبتدئين لراغبي التعرف على البيانات المرسلة والمستقبلة في الشبكة عن طريق برنامج Wireshark واللي يعد من أهم الطرق لاكتشاف عيوب الشبكة واصلاحها والتحكم في سيطرة سير البيانات بطريقه بسيطه وسهله حيث من الممكن الاستفاده بهذا المشروع لأنه للمبتدئين في عالم الشبكات ومن الممكن الاستفاده من المشروع دا في الكثير من المهن مثل: IT Help desk، system administrator، Network admin,,,,
أساسيات بروتوكول الانترنت الجيل السادس مع تقسيم الشبكات,https://www.coursera.org/learn/asasiaat-ipv6-aleanuanat-walshabakat-alfareia,Information Technology,Networking,Haidar Kotaish,"في هذه الدورة التدريبية القائمة على المشروع والتي تستغرق ساعة واحدة، ستتعلم تعريف عالم الشبكات وشرح أساسيات الجيل السادس من عنوان بروتوكول ​الانترنت.
في نهاية الدورة، ستصبح قادراً على التعامل مع بروتوكول الانترنت الجيل السادس والقيام بتقسيم الشبكات.",,,,
أساسيات شبكات الكمبيوتر,https://www.coursera.org/learn/computer-networking-ar,Information Technology,Networking,Google Career Certificates,"تم تصميم هذه الدورة لتقديم نظرة عامة كاملة عن شبكات الكمبيوتر. سوف نتناول كل شيء بدءًا من أساسيات تقنيات وبروتوكولات الشبكات الحديثة إلى نظرة عامة على تقنية السحابة الحاسوبية إلى التطبيقات العملية وكيفية استكشاف أخطاء الشبكة وإصلاحها. 

مع حلول نهاية هذه الدورة، ستكون قد تمكنت من:
● وصف شبكات الكمبيوتر من حيث نموذج الطبقات الخمس
● فهم جميع البروتوكولات القياسية المتضمنة في اتصالات TCP/IP
● التمكن من استيعاب الأدوات والتقنيات الفعالة لاستكشاف أخطاء الشبكة وإصلاحها
● تعلم خدمات الشبكات، مثل DNS وDHCP التي تساعد في تشغيل شبكات الكمبيوتر
● فهم الحوسبة السحابية، وكل شيء يتم تقديمه كخدمة، والتخزين السحابي",2169.0,18667.0,4.7,50.0
اساسيات تحليل أمن الشبكات باستخدام Wireshark,https://www.coursera.org/learn/asasiaat-tahlil-amn-alshabakat-biastikhdam-wireshark,Information Technology,Networking,Ahmed Elhefny,"بنهاية المشروع ده، حتكون قادر علي انك تستخدم Wireshark بطريقة احترافية في تحليل بيانات الشبكة والتقاط الحزم الخاصة ببيانات معينة وقراءتها واستخلاص معلومات مفيدة تساعدك في حل المشكلات المحتملة في الشبكة. حنتعلم ازاي نقدر نتعامل ب wireshark ونعمل التقاط للبيانات اللي بتمر في الشبكة باستخدامة, وحنتعلم تحليل البيانات دي عشان نكتشف حركة البيانات في الشبكة ونقدر نفهمها. 
Wireshark هي أداة مفتوحة المصدر, بتستخدم في التقاط حزم البيانات اللي بتمر عبر الشبكة, وتحليلها وممكن تشتغل علي أنظمة Windows و Linux, وهي أداة لا غني عنها لمديري الشبكات ومتخصصي الأمن السيبراني. 
المشروع ده يصنف انه مستوي متوسط (Intermediate), لأنه بيحتاج معرفة بأساسيات الشبكات زي (TCP/IP, OSI, IPv4, Frame) وهو موجه للمهتمين بمجال الشبكات سواء بيعملوا فعلاً او مازالو في مرحلة التعلم و حابين انهم يطوروا مهاراتهم عن طريق تعلم الأداة دي، كمان موجه للمهتمين بمجال الأمن السيبراني نظراً لأهمية الأداة دي في المجال ده كمان.",,,,
البدء باستخدام برنامج packet tracer,https://www.coursera.org/learn/albad-biastikhdam-barnamaj-packet-tracer,Information Technology,Networking,Mohammed Al M.,"مرحباً بكم في هذا المشروع الارشادي حول  البدء باستخدام برنامج باكيت ترايسر المصمم خصيصاً للمبتدئين في مجال شبكات الحاسوب.

في هذا المشروع الارشادي، ستتعرف على واجهات باكيت ترايسر والوظيفة الخاصة بكل منها وستفهم استخدامات المشهدين المادي والمنطقي الذان يستخدمان لتصميم الشبكات في باكيت ترايسر. كذلك ستتعرف على اجهزة الشبكات المختلفة المتاحة في برنامج باكيت ترايسر.

عند الانتهاء من هذا المشروع الارشادي، ستتمكن من استخدام باكيت ترايسر لتصميم شبكات الحاسوب باستخدام المشهدين المادي والمنطقي وستقوم بربط مكونات الشبكات باستخدام وسائل ربط مختلفة. كذلك ستقوم بمحاكاة مرور البيانات خلال شبكات الحاسوب.",,,,
بناء شبكة كمبيوتر افتراضية من الصفر,https://www.coursera.org/learn/cisco-packet-tracer,Information Technology,Networking,Hussam El Aassar,"بنهاية هذا المشروع ، سوف تقوم بإنشاء شبكة محاكاة صغيرة باستخدام Cisco Packet Tracer. سوف تكون قادرًا على تحديد العوامل  الأساسية لشبكات الكمبيوتر والبنية الأساسية وراء أجهزة الشبكة (أجهزةSwitches and routers ). علاوة على ذلك ، سوف تتعلم وتتدرب على كيفية توصيل كل هذه الأجهزة والمكونات معًا. أخيرًا ، ستتمكن من استكشاف المشكلات وإصلاحها وكتابة بعض الأوامر الأساسية لتشغيل الشبكة بشكل كامل. المهارات المكتسبة من هذا المشروع ضرورية للغاية في مجال شبكات الكمبيوتر.

ملاحظة: تعمل هذه الدورة التدريبية بشكل أفضل للمتعلمين المقيمين في منطقة أمريكا الشمالية. نعمل حاليًا على توفير نفس التجربة في مناطق أخرى.",,,,
تصميم شبكات المنزل الذكي باستخدام باكيت تريسر Packet Tracer,https://www.coursera.org/learn/tasmim-shabakat-almanzil-aldhakii-bakayt-tirisar-packet-tracer,Information Technology,Networking,Mohammed Al M.,هذا المشروع مصمم خصيصاً للمبتدئين في مجال شبكات الحاسوب الراغبين في تصميم أجهزة المنزل الذكي. عند الانتهاء من هذا المشروع الارشادي، ستكون قادراً على تصميم ومحاكاة أجهزة المنزل الذكي باستخدام باكيت ترايسر.,,,,
كتابة وقراءة البيانات الملتقطة في الشبكة  باستخدام  tcpdump,https://www.coursera.org/learn/reading-and-writing-captures-to-a-file-with-tcpdump,Information Technology,Networking,Ahmed Elhefny,"بنهاية المشروع ده، حتكون قادر علي انك تعمل التقاط للبيانات اللي بتمر عبر الشبكة باستخدام أداة tcpdump  وحفظها في ملف خارجي, والتحكم في حجم الملف ده عشان يناسب متطلباتك وكتير من التطبيقات المفيدة اللي حتنمي معرفتك بأستخدام الأداة المهمة دي. 
===============================================
tcpdump أداة مفتوحة المصدر, موجودة بشكل افتراضي علي أنظمة  Linux, ومستخدمة بشكل كبير جداً لعمل capture لل packets اللي بتدخل او تخرج من ال network card عشان يتم تحليلها لأستكشاف الأخطاء الموجودة في الشبكة, او لكشف المشاكل الأمنية المحتملة. 
=========================================
المشروع ده يصنف انه مستوي متوسط (Intermediate), لأنه بيحتاج معرفة بأساسيات الشبكات زي (TCP/IP, OSI, IPv4, Frame) وهو موجه للمهتمين بمجال الشبكات سواء بيعملوا فعلاً او مازالو في مرحلة التعلم و حابين انهم يطوروا مهاراتهم عن طريق تعلم الأداة دي، كمان موجه للمهتمين بمجال الأمن السيبراني نظراً لأهمية الأداة دي في المجال ده كمان.",,,,
كيف تحافظ علي امن اجهزه الشبكات باستخدام Cisco packet Tracer,https://www.coursera.org/learn/how-to-secure-your-network-devices-cisco-ar,Information Technology,Networking,ahmed elshorafa,ي نهاية المشروع ده هتقدر تبني شبكه من اجهزه الشبكات  عن طريق Cisco Packet Tracer. خلال المشروع ده، هتكون قادر على تطبيق مبدأ ال Authentication على ال Router  و Switch فى الشبكة ، وجعل الحواسيب الشخصية من VLANs مختلفة  الاتصال مع بعضها البعض ، وأخيرا تطبيق بروتوكول DHCP على ال Router وهتكون قادر على حماية  مداخل ال Switch  من ال attackers.وهذا المشروع موجه للأشخاص المهتمين بالبدء في مجال أمن الشبكات والأشخاص المهتمين بهندسة الشبكات الحاسوبية. وسيعزز هذا المشروع الموجه مهاراتكم في مجال أمن الشبكات لأن ميدان الأمن هو أحد أكثر المجالات الواعدة في السنوات القادمة.,,,4.9,19.0
مقدمة إلى مخططات البيانات,https://www.coursera.org/learn/muqadimat-fi-mukhatatat-albayanat,Information Technology,Networking,Nour Nasser,"في هذه الدورة التدريبية القائمة على المشروع والتي تستغرق ساعة واحدة، ستتعرف على بروتوكولات الإنترنت وطبقاتها خاصة طبقة الإنترنت بالإضافة إلى مخططات البيانات وعناصرها.
في نهاية الدورة، ستصبح قادرًا على قراءة مخطط بيانات فعلي على برنامج واير شارك.",,,,
مقدمة نحو فهم عنوان بروتروكول الانترنت وتقسيم الشبكات,https://www.coursera.org/learn/muqadimat-nahw-fahm-eunwan-burutrukul-aliantirnit-wataqsim-alshabakat,Information Technology,Networking,Haidar Kotaish,"في هذه الدورة التدريبية القائمة على المشروع والتي تستغرق ساعة واحدة، ستتعرف على مقدمة نحو عنوان بروتوكول الانترنت و مبدأ تقسيم الشبكات.
في نهاية الدورة، ستصبح قادرًا على تمييز انواع عناوين بروتوكول الانترنت و توزيعها، إضافة إلى معرفة الغاية و الكيفية من تقسيم الشبكات الى شبكات اصغر عبر مبدأ ""السبنتيغ"".",,,,
